epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1.32113,2.2332,10.3325,0.00732,0.87975,0.14286,0.0462,0.04264,1.40609,8.92091,0.00391,0.00114,0.00038,0.00114,0.00038,0.00114,0.00038,0.00114,0.00038
2,2.71987,2.68716,8.82887,0.00516,0.87983,0.14286,0.04422,0.04106,1.34658,8.45145,0.00382,0.00113832,0.00037944,0.00113832,0.00037944,0.00113832,0.00037944,0.00113832,0.00037944
3,4.24112,2.55691,9.11958,0.00742,0.87639,0.14286,0.04027,0.0379,1.20711,8.10932,0.00333,0.00113664,0.000378881,0.00113664,0.000378881,0.00113664,0.000378881,0.00113664,0.000378881
4,5.67038,2.27978,9.60831,0.0044,0.75655,0.14286,0.06039,0.05871,1.21577,7.20798,0.00337,0.00113496,0.000378321,0.00113496,0.000378321,0.00113496,0.000378321,0.00113496,0.000378321
5,7.12554,2.81967,8.2966,0.00376,0.79828,0.17143,0.09041,0.08851,1.24883,6.41742,0.00338,0.00113328,0.000377762,0.00113328,0.000377762,0.00113328,0.000377762,0.00113328,0.000377762
6,8.53933,1.97681,7.35221,0.00503,0.80297,0.17143,0.184,0.18137,1.36953,6.07863,0.00432,0.00113161,0.000377202,0.00113161,0.000377202,0.00113161,0.000377202,0.00113161,0.000377202
7,10.0791,2.52606,6.51726,0.00398,0.80598,0.17143,0.1929,0.18246,1.25272,6.0462,0.00371,0.00112993,0.000376642,0.00112993,0.000376642,0.00112993,0.000376642,0.00112993,0.000376642
8,11.6457,2.60342,5.75013,0.0042,0.77159,0.2,0.18462,0.18205,1.28546,6.02524,0.00367,0.00112825,0.000376083,0.00112825,0.000376083,0.00112825,0.000376083,0.00112825,0.000376083
9,13.1182,2.51965,5.48613,0.00594,0.76766,0.2,0.19455,0.18968,1.26222,5.78341,0.00352,0.00112657,0.000375523,0.00112657,0.000375523,0.00112657,0.000375523,0.00112657,0.000375523
10,14.6679,2.31881,5.36717,0.00586,0.6254,0.2,0.19828,0.19267,1.33483,5.3503,0.00385,0.00112489,0.000374964,0.00112489,0.000374964,0.00112489,0.000374964,0.00112489,0.000374964
11,16.147,2.51891,4.87511,0.00463,0.62544,0.2,0.19858,0.17182,1.35799,5.06731,0.00377,0.00112321,0.000374404,0.00112321,0.000374404,0.00112321,0.000374404,0.00112321,0.000374404
12,17.6473,2.42396,4.50833,0.00613,0.49092,0.2,0.09056,0.08125,1.31798,4.96433,0.00386,0.00112153,0.000373844,0.00112153,0.000373844,0.00112153,0.000373844,0.00112153,0.000373844
13,19.1696,2.20998,4.58671,0.00578,0.49418,0.19997,0.08524,0.07616,1.28064,4.83854,0.00361,0.00111985,0.000373285,0.00111985,0.000373285,0.00111985,0.000373285,0.00111985,0.000373285
14,20.6551,2.43558,5.45498,0.00397,0.46586,0.2,0.10072,0.08618,1.288,4.72754,0.00348,0.00111818,0.000372725,0.00111818,0.000372725,0.00111818,0.000372725,0.00111818,0.000372725
15,22.0675,2.74027,4.74114,0.00451,0.59595,0.2,0.07134,0.05831,1.31178,4.58613,0.00365,0.0011165,0.000372166,0.0011165,0.000372166,0.0011165,0.000372166,0.0011165,0.000372166
16,23.4933,2.29055,3.80469,0.00517,0.03554,0.40714,0.08333,0.06413,1.28707,4.66841,0.00351,0.00111482,0.000371606,0.00111482,0.000371606,0.00111482,0.000371606,0.00111482,0.000371606
17,25.1206,2.2271,3.88705,0.00393,0.04743,0.40714,0.1355,0.10389,1.33464,4.73521,0.00352,0.00111314,0.000371046,0.00111314,0.000371046,0.00111314,0.000371046,0.00111314,0.000371046
18,26.5473,2.38812,3.93942,0.00499,0.04644,0.40714,0.15087,0.11782,1.39416,4.64867,0.00358,0.00111146,0.000370487,0.00111146,0.000370487,0.00111146,0.000370487,0.00111146,0.000370487
19,28.069,2.49949,3.83559,0.00586,0.05526,0.45476,0.17712,0.13873,1.42455,4.5834,0.00368,0.00110978,0.000369927,0.00110978,0.000369927,0.00110978,0.000369927,0.00110978,0.000369927
20,29.554,2.54695,3.55261,0.005,0.06818,0.45476,0.19187,0.15449,1.4257,4.45793,0.00374,0.0011081,0.000369368,0.0011081,0.000369368,0.0011081,0.000369368,0.0011081,0.000369368
21,30.961,2.30734,3.5542,0.00371,0.03707,0.40714,0.18617,0.14892,1.4614,4.28323,0.00389,0.00110642,0.000368808,0.00110642,0.000368808,0.00110642,0.000368808,0.00110642,0.000368808
22,32.4288,2.19536,4.10219,0.00637,0.49139,0.12742,0.20838,0.163,1.5286,4.09592,0.00419,0.00110475,0.000368248,0.00110475,0.000368248,0.00110475,0.000368248,0.00110475,0.000368248
23,34.0215,2.01609,3.26158,0.00449,0.84302,0.11989,0.20577,0.16037,1.53575,3.98958,0.00448,0.00110307,0.000367689,0.00110307,0.000367689,0.00110307,0.000367689,0.00110307,0.000367689
24,35.6019,2.30474,3.27488,0.00426,0.84076,0.12857,0.19981,0.14858,1.60727,3.93975,0.00525,0.00110139,0.000367129,0.00110139,0.000367129,0.00110139,0.000367129,0.00110139,0.000367129
25,37.033,2.68918,3.2051,0.00438,0.70859,0.12485,0.19965,0.1572,1.61658,3.87662,0.00539,0.00109971,0.00036657,0.00109971,0.00036657,0.00109971,0.00036657,0.00109971,0.00036657
26,38.5616,2.44527,2.90787,0.00351,0.74006,0.09286,0.19831,0.15809,1.5718,3.87388,0.00494,0.00109803,0.00036601,0.00109803,0.00036601,0.00109803,0.00036601,0.00109803,0.00036601
27,40.1972,2.05438,3.31577,0.00614,0.73867,0.09286,0.19979,0.1625,1.50507,3.92905,0.00487,0.00109635,0.00036545,0.00109635,0.00036545,0.00109635,0.00036545,0.00109635,0.00036545
28,41.8679,2.24762,3.06634,0.00422,0.35104,0.22873,0.20363,0.16126,1.56282,3.95077,0.00528,0.00109467,0.000364891,0.00109467,0.000364891,0.00109467,0.000364891,0.00109467,0.000364891
29,43.6121,2.07905,2.98212,0.00424,0.5636,0.12857,0.20648,0.15516,1.60413,3.92351,0.00555,0.00109299,0.000364331,0.00109299,0.000364331,0.00109299,0.000364331,0.00109299,0.000364331
30,45.145,1.88292,2.84372,0.00407,0.78607,0.11658,0.15612,0.11646,1.57054,4.00543,0.00566,0.00109132,0.000363772,0.00109132,0.000363772,0.00109132,0.000363772,0.00109132,0.000363772
31,46.7596,2.47867,2.51788,0.00531,0.48721,0.10379,0.15522,0.11374,1.64895,3.93204,0.0057,0.00108964,0.000363212,0.00108964,0.000363212,0.00108964,0.000363212,0.00108964,0.000363212
32,48.2549,2.66002,3.03189,0.00404,0.56145,0.12552,0.16487,0.11652,1.69377,3.79862,0.00602,0.00108796,0.000362652,0.00108796,0.000362652,0.00108796,0.000362652,0.00108796,0.000362652
33,49.8252,2.06478,2.61917,0.00498,0.70403,0.12857,0.16348,0.12009,1.71541,3.73611,0.00591,0.00108628,0.000362093,0.00108628,0.000362093,0.00108628,0.000362093,0.00108628,0.000362093
34,51.3386,2.04011,2.2027,0.0036,0.5591,0.12616,0.16067,0.12088,1.72782,3.79352,0.00589,0.0010846,0.000361533,0.0010846,0.000361533,0.0010846,0.000361533,0.0010846,0.000361533
35,53.0428,1.89368,2.90281,0.00441,0.50249,0.12857,0.14236,0.10497,1.7323,3.92715,0.00577,0.00108292,0.000360974,0.00108292,0.000360974,0.00108292,0.000360974,0.00108292,0.000360974
36,54.5034,2.36024,2.65757,0.00327,0.30001,0.12857,0.13464,0.09381,1.69592,3.9668,0.00557,0.00108124,0.000360414,0.00108124,0.000360414,0.00108124,0.000360414,0.00108124,0.000360414
37,56.0028,2.00714,2.48276,0.00392,0.45126,0.1,0.13527,0.08644,1.7963,3.91562,0.00579,0.00107956,0.000359854,0.00107956,0.000359854,0.00107956,0.000359854,0.00107956,0.000359854
38,57.5251,2.23117,2.22238,0.00298,0.78221,0.1,0.13587,0.08981,1.80713,3.92527,0.00554,0.00107788,0.000359295,0.00107788,0.000359295,0.00107788,0.000359295,0.00107788,0.000359295
39,59.0741,2.08075,2.41761,0.00597,0.78436,0.1,0.14296,0.0974,1.89503,3.80173,0.00528,0.00107621,0.000358735,0.00107621,0.000358735,0.00107621,0.000358735,0.00107621,0.000358735
40,60.7084,1.8528,3.01652,0.00506,0.4474,0.24286,0.21874,0.1075,1.90596,3.87498,0.00524,0.00107453,0.000358176,0.00107453,0.000358176,0.00107453,0.000358176,0.00107453,0.000358176
41,62.3524,2.11429,2.3339,0.00534,0.5294,0.24064,0.28716,0.10607,1.77063,4.12752,0.00481,0.00107285,0.000357616,0.00107285,0.000357616,0.00107285,0.000357616,0.00107285,0.000357616
42,63.8227,2.18597,2.20076,0.00342,0.02165,0.57381,0.15236,0.0972,1.66744,4.29314,0.00486,0.00107117,0.000357057,0.00107117,0.000357057,0.00107117,0.000357057,0.00107117,0.000357057
43,65.3272,1.90735,2.06612,0.00342,0.02158,0.57381,0.15459,0.10604,1.67119,4.3562,0.00489,0.00106949,0.000356497,0.00106949,0.000356497,0.00106949,0.000356497,0.00106949,0.000356497
44,66.8375,2.43781,2.40219,0.003,0.8449,0.02857,0.13831,0.09655,1.68026,4.27335,0.00454,0.00106781,0.000355937,0.00106781,0.000355937,0.00106781,0.000355937,0.00106781,0.000355937
45,68.2486,2.35398,2.28486,0.00321,0.02095,0.43095,0.16531,0.1188,1.56776,4.40749,0.0045,0.00106613,0.000355378,0.00106613,0.000355378,0.00106613,0.000355378,0.00106613,0.000355378
46,69.7686,2.45118,1.90586,0.00349,0.01883,0.43095,0.14602,0.09623,1.59525,4.5067,0.00464,0.00106445,0.000354818,0.00106445,0.000354818,0.00106445,0.000354818,0.00106445,0.000354818
47,71.1833,1.76882,1.64412,0.00532,0.02079,0.43095,0.13455,0.0961,1.59809,4.37533,0.00408,0.00106278,0.000354259,0.00106278,0.000354259,0.00106278,0.000354259,0.00106278,0.000354259
48,72.6803,2.03036,1.83795,0.00659,0.02408,0.57381,0.12093,0.08505,1.54855,4.73116,0.00415,0.0010611,0.000353699,0.0010611,0.000353699,0.0010611,0.000353699,0.0010611,0.000353699
49,74.1079,2.47373,1.92869,0.00288,0.02769,0.57381,0.12787,0.09105,1.66832,4.4146,0.00468,0.00105942,0.000353139,0.00105942,0.000353139,0.00105942,0.000353139,0.00105942,0.000353139
