epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,42.0102,1.56621,1.29968,0.01061,0.63529,0.06429,0.02178,0.00838,2.50922,4.64999,0.03137,0.00048025,0.00048025,0.00048025
44,42.9699,1.40172,1.17445,0.01132,0.4894,0.06429,0.02472,0.0136,2.32008,4.57051,0.03048,0.000467875,0.000467875,0.000467875
45,43.9175,1.32461,1.09769,0.01115,0.02312,0.09286,0.02732,0.01708,2.16976,4.81759,0.02864,0.0004555,0.0004555,0.0004555
46,44.9132,1.26075,1.18798,0.00927,0.02077,0.14048,0.04176,0.03112,2.21307,4.71419,0.02805,0.000443125,0.000443125,0.000443125
47,46.0361,1.37341,1.23536,0.01237,0.50206,0.06043,0.02883,0.01819,2.41636,4.6641,0.02828,0.00043075,0.00043075,0.00043075
48,47.1181,1.25804,1.16808,0.01116,0.17935,0.09286,0.02163,0.01124,2.31242,5.4525,0.03038,0.000418375,0.000418375,0.000418375
49,48.2002,1.37822,1.11405,0.00956,0.44351,0.05714,0.01491,0.00704,2.20619,5.67962,0.02619,0.000406,0.000406,0.000406
50,49.3908,1.30884,1.08026,0.00935,0.58966,0.02857,0.01903,0.00578,2.37552,5.05758,0.02893,0.000393625,0.000393625,0.000393625
51,50.416,1.3093,1.03179,0.00843,0.73685,0.02857,0.01741,0.00629,2.34666,4.60276,0.02535,0.00038125,0.00038125,0.00038125
52,51.4227,1.32393,0.88886,0.01003,0.77022,0.02857,0.031,0.00699,2.44537,4.52623,0.02728,0.000368875,0.000368875,0.000368875
53,52.4571,1.36544,1.02834,0.00743,0.74245,0.05714,0.02793,0.00724,2.44038,4.49623,0.02801,0.0003565,0.0003565,0.0003565
54,53.5028,1.31055,0.97928,0.00872,0.75695,0.02857,0.02546,0.00902,2.41586,4.61117,0.03059,0.000344125,0.000344125,0.000344125
55,54.504,1.20579,0.91985,0.00732,0.60672,0.05714,0.03002,0.0113,2.32778,4.74392,0.02764,0.00033175,0.00033175,0.00033175
56,55.5352,1.39873,1.00398,0.00808,0.6211,0.09286,0.02989,0.01258,2.39311,4.52418,0.02778,0.000319375,0.000319375,0.000319375
