epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,76.1886,0.91962,0.67636,0.00388,0.73331,0.09286,0.09143,0.04259,2.18249,4.7029,0.02099,0.000145469,0.000145469,0.000145469
64,77.3784,0.80453,0.58948,0.0043,0.73908,0.09286,0.09143,0.0425,2.07631,4.83477,0.02025,0.000137734,0.000137734,0.000137734
65,78.5228,0.86376,0.57992,0.00457,0.75257,0.09286,0.09143,0.04292,2.10953,4.81994,0.02215,0.00013,0.00013,0.00013
66,79.7339,0.92568,0.70203,0.00633,0.76224,0.09286,0.09143,0.04289,2.21063,4.70159,0.02322,0.000122266,0.000122266,0.000122266
67,80.9623,0.81571,0.60765,0.00351,0.75788,0.09286,0.09143,0.04307,2.2163,4.76991,0.02293,0.000114531,0.000114531,0.000114531
68,82.1001,0.92826,0.51652,0.00375,0.75415,0.09286,0.09143,0.04249,2.24415,4.78369,0.02306,0.000106797,0.000106797,0.000106797
69,83.2557,0.96136,0.69362,0.00401,0.73744,0.09286,0.09143,0.04249,2.17089,4.84517,0.02269,9.90625e-05,9.90625e-05,9.90625e-05
70,84.3879,0.96728,0.72107,0.00452,0.73104,0.09286,0.09143,0.04249,2.14764,4.856,0.02256,9.13281e-05,9.13281e-05,9.13281e-05
71,85.5977,0.9143,0.67507,0.00431,0.73048,0.09286,0.09143,0.04224,2.08518,4.96844,0.02216,8.35938e-05,8.35938e-05,8.35938e-05
72,86.9506,0.88155,0.61625,0.00408,0.7256,0.09286,0.09143,0.04238,2.09296,4.97788,0.02213,7.58594e-05,7.58594e-05,7.58594e-05
73,88.1483,0.82454,0.57915,0.00434,0.72506,0.09286,0.09143,0.04246,2.11115,4.97279,0.02224,6.8125e-05,6.8125e-05,6.8125e-05
74,89.3229,0.98618,0.65996,0.00555,0.72807,0.09286,0.09143,0.04245,2.11056,4.97608,0.0221,6.03906e-05,6.03906e-05,6.03906e-05
75,90.5327,0.86611,0.70731,0.00462,0.75175,0.09286,0.09143,0.04527,2.07787,4.96785,0.02179,5.26562e-05,5.26562e-05,5.26562e-05
76,91.8803,0.80366,0.50126,0.0043,0.7586,0.09286,0.09143,0.04528,2.0606,4.96422,0.02145,4.49219e-05,4.49219e-05,4.49219e-05
77,93.3454,0.77766,0.52578,0.00372,0.76746,0.09286,0.09143,0.04529,2.01262,4.96721,0.02089,3.71875e-05,3.71875e-05,3.71875e-05
78,94.6755,0.87045,0.52091,0.00335,0.77965,0.09286,0.09143,0.04532,2.05132,4.9431,0.02098,2.94531e-05,2.94531e-05,2.94531e-05
79,95.9474,0.8324,0.59759,0.00452,0.78664,0.09286,0.09143,0.04532,2.07754,4.89606,0.0218,2.17188e-05,2.17188e-05,2.17188e-05
80,97.1883,0.73775,0.47019,0.00322,0.78977,0.09286,0.09143,0.04537,2.07929,4.88422,0.02186,1.39844e-05,1.39844e-05,1.39844e-05
