epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,33.49,1.34001,1.30102,0.00724,0.47405,0.02857,0.01043,0.0051,2.23752,5.18109,0.02213,0.000416172,0.000416172,0.000416172
29,34.6282,1.23674,1.24133,0.00836,0.32193,0.05714,0.01745,0.00822,2.27404,5.40826,0.02073,0.000408438,0.000408438,0.000408438
30,35.9766,1.44996,1.16923,0.00826,0.76895,0.05714,0.02821,0.01503,2.20245,4.98032,0.01947,0.000400703,0.000400703,0.000400703
31,37.1237,1.3892,1.19802,0.00512,0.7853,0.05665,0.02821,0.01537,2.04567,4.90792,0.01795,0.000392969,0.000392969,0.000392969
32,38.3434,1.27723,1.1008,0.00713,0.75729,0.05714,0.02345,0.01184,2.22897,4.70658,0.02072,0.000385234,0.000385234,0.000385234
33,39.4855,1.38105,1.29776,0.00789,0.77476,0.05714,0.04464,0.02461,2.04451,4.34304,0.01963,0.0003775,0.0003775,0.0003775
34,40.6248,1.24386,1.05312,0.0086,0.84874,0.05714,0.06828,0.03498,1.74639,4.50115,0.01698,0.000369766,0.000369766,0.000369766
35,41.9172,1.22061,0.92429,0.00666,0.70164,0.05714,0.07668,0.03802,2.00973,4.45044,0.01925,0.000362031,0.000362031,0.000362031
36,43.1406,1.31059,1.07244,0.00663,0.7056,0.05714,0.09143,0.04193,2.14611,4.37704,0.01959,0.000354297,0.000354297,0.000354297
37,44.4434,1.23287,0.98936,0.00761,0.85264,0.05714,0.10075,0.05605,2.12291,4.32925,0.01866,0.000346563,0.000346563,0.000346563
38,45.6405,1.36714,0.94562,0.00505,0.85144,0.05714,0.10082,0.05511,2.04701,4.35764,0.01914,0.000338828,0.000338828,0.000338828
39,46.9546,1.22181,1.01685,0.00863,0.85035,0.05714,0.09989,0.06139,2.2518,4.12055,0.02025,0.000331094,0.000331094,0.000331094
40,48.1904,1.10729,0.93592,0.00589,0.56829,0.09286,0.10107,0.05832,2.17875,4.15628,0.01996,0.000323359,0.000323359,0.000323359
41,49.371,1.2222,0.81512,0.00646,0.76319,0.09286,0.10509,0.06054,2.12468,4.23595,0.02014,0.000315625,0.000315625,0.000315625
42,50.5423,1.2275,0.8648,0.00537,0.74695,0.09286,0.09418,0.05454,2.06942,4.36224,0.02033,0.000307891,0.000307891,0.000307891
43,51.6855,1.14933,0.79623,0.00448,0.6762,0.09286,0.07214,0.04659,2.03445,4.49604,0.01936,0.000300156,0.000300156,0.000300156
44,52.93,1.23021,0.85688,0.00554,0.51191,0.09286,0.07512,0.04743,1.95746,4.4952,0.01814,0.000292422,0.000292422,0.000292422
45,54.2446,1.02615,0.89477,0.00504,0.51939,0.0923,0.05911,0.03531,1.96372,4.53794,0.01776,0.000284688,0.000284688,0.000284688
46,55.6493,0.97648,0.75486,0.00543,0.48551,0.05714,0.06481,0.0389,1.99097,4.4146,0.02191,0.000276953,0.000276953,0.000276953
47,56.8227,1.14909,0.79008,0.00693,0.66298,0.05272,0.05769,0.03419,1.80351,4.68039,0.01985,0.000269219,0.000269219,0.000269219
48,57.9747,1.10313,0.73052,0.00454,0.66,0.05714,0.05232,0.03168,1.86465,4.81883,0.0208,0.000261484,0.000261484,0.000261484
49,59.1462,1.10973,0.77485,0.00493,0.66129,0.05714,0.05083,0.03004,1.88015,4.76349,0.02034,0.00025375,0.00025375,0.00025375
50,60.5091,1.07816,0.76608,0.00653,0.68013,0.08529,0.05751,0.02842,1.85437,4.71203,0.01995,0.000246016,0.000246016,0.000246016
51,61.6687,1.11172,0.77809,0.00463,0.6753,0.08432,0.07393,0.03735,1.93034,4.67242,0.02025,0.000238281,0.000238281,0.000238281
52,62.8645,0.99542,0.64072,0.00534,0.85714,0.05496,0.07393,0.04487,1.84093,4.82527,0.01954,0.000230547,0.000230547,0.000230547
53,64.011,1.19046,0.87514,0.00772,0.85714,0.05591,0.07575,0.04752,1.86477,4.8419,0.02027,0.000222813,0.000222813,0.000222813
54,65.1134,1.06191,0.77171,0.00498,0.85714,0.05699,0.08101,0.04917,1.89256,4.6266,0.02248,0.000215078,0.000215078,0.000215078
55,66.3328,0.95733,0.71253,0.00462,0.85537,0.05714,0.09538,0.06494,1.84753,4.72551,0.01761,0.000207344,0.000207344,0.000207344
56,67.4575,1.01839,0.61598,0.00348,0.85714,0.05684,0.09549,0.06503,1.78583,4.6882,0.01658,0.000199609,0.000199609,0.000199609
57,68.686,1.18907,0.64286,0.00517,0.56129,0.09286,0.08475,0.05623,1.83253,4.66004,0.01722,0.000191875,0.000191875,0.000191875
58,69.8314,0.91853,0.64262,0.00386,0.59593,0.09286,0.09388,0.07125,1.7365,4.71811,0.0155,0.000184141,0.000184141,0.000184141
59,71.0389,0.93898,0.58501,0.00461,0.6049,0.09286,0.0973,0.0702,1.73989,4.61127,0.0162,0.000176406,0.000176406,0.000176406
60,72.2548,0.87921,0.57105,0.00396,0.61404,0.09286,0.10085,0.06714,1.87695,4.43387,0.02093,0.000168672,0.000168672,0.000168672
61,73.3257,0.95164,0.77032,0.00575,0.76105,0.09286,0.09485,0.06213,1.78667,4.51349,0.01776,0.000160938,0.000160938,0.000160938
62,74.4743,1.00409,0.79464,0.00417,0.74734,0.09286,0.09143,0.06179,1.73388,4.67474,0.01681,0.000153203,0.000153203,0.000153203
63,75.5707,0.91829,0.56792,0.00439,0.7431,0.09286,0.09143,0.0618,1.71674,4.6324,0.01657,0.000145469,0.000145469,0.000145469
64,76.776,0.94335,0.62235,0.00406,0.74041,0.09286,0.09143,0.06318,1.68299,4.60488,0.01617,0.000137734,0.000137734,0.000137734
65,78.0536,0.87543,0.57846,0.00373,0.73702,0.09286,0.09143,0.06388,1.65354,4.67566,0.01604,0.00013,0.00013,0.00013
66,79.2359,0.98555,0.66008,0.00414,0.74368,0.09286,0.09143,0.06179,1.69853,4.71068,0.01651,0.000122266,0.000122266,0.000122266
67,80.3759,0.92795,0.53192,0.00638,0.74238,0.09286,0.09143,0.06179,1.71248,4.69698,0.01482,0.000114531,0.000114531,0.000114531
68,81.4829,0.88413,0.59529,0.00408,0.73938,0.09286,0.09143,0.06179,1.7327,4.70139,0.0154,0.000106797,0.000106797,0.000106797
69,82.6182,0.95807,0.57147,0.00474,0.74439,0.09286,0.09143,0.06179,1.71497,4.77465,0.01548,9.90625e-05,9.90625e-05,9.90625e-05
70,83.8242,0.85716,0.65353,0.00597,0.73894,0.09286,0.09143,0.05754,1.73677,4.76918,0.01593,9.13281e-05,9.13281e-05,9.13281e-05
71,85.0877,0.89468,0.54894,0.00513,0.75127,0.09286,0.09143,0.05392,1.7552,4.72999,0.01611,8.35938e-05,8.35938e-05,8.35938e-05
72,86.1973,0.87733,0.52818,0.00653,0.77528,0.09286,0.09143,0.05392,1.72848,4.73519,0.01588,7.58594e-05,7.58594e-05,7.58594e-05
73,87.3888,0.89109,0.5899,0.00407,0.81836,0.09286,0.09143,0.05531,1.68865,4.75469,0.01733,6.8125e-05,6.8125e-05,6.8125e-05
74,88.4995,0.96099,0.50587,0.00646,0.83212,0.08934,0.09143,0.05531,1.67583,4.76793,0.01729,6.03906e-05,6.03906e-05,6.03906e-05
75,89.6869,0.85476,0.48797,0.005,0.83067,0.08887,0.09143,0.05531,1.66207,4.79145,0.01713,5.26562e-05,5.26562e-05,5.26562e-05
76,90.7871,0.78857,0.49346,0.00531,0.82823,0.08955,0.09143,0.05531,1.64154,4.79246,0.01695,4.49219e-05,4.49219e-05,4.49219e-05
77,91.9993,0.85907,0.50749,0.00469,0.82478,0.08847,0.09342,0.05545,1.6339,4.81675,0.01705,3.71875e-05,3.71875e-05,3.71875e-05
78,93.2564,0.83005,0.51909,0.00554,0.8218,0.09022,0.09371,0.05543,1.63162,4.81726,0.01704,2.94531e-05,2.94531e-05,2.94531e-05
79,94.4269,0.92194,0.65122,0.00673,0.82425,0.09029,0.09442,0.0541,1.61401,4.8217,0.01689,2.17188e-05,2.17188e-05,2.17188e-05
80,95.8076,0.74068,0.49405,0.00387,0.82475,0.09031,0.09542,0.0542,1.61254,4.83801,0.01695,1.39844e-05,1.39844e-05,1.39844e-05
