epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1.69837,2.13429,5.26458,0.00811,0.19535,0.42619,0.30976,0.25788,1.13041,5.08543,0.00442,0.00114,0.00038,0.00114,0.00038,0.00114,0.00038,0.00114,0.00038
2,2.91086,2.35478,5.46817,0.00582,0.2095,0.37857,0.31452,0.27288,1.12718,4.98118,0.00436,0.00113832,0.00037944,0.00113832,0.00037944,0.00113832,0.00037944,0.00113832,0.00037944
3,4.17888,2.22926,5.15836,0.00964,0.23646,0.37857,0.42357,0.3805,1.08884,4.83562,0.00429,0.00113664,0.000378881,0.00113664,0.000378881,0.00113664,0.000378881,0.00113664,0.000378881
4,5.62934,2.2148,4.99123,0.00515,0.25096,0.37857,0.42561,0.38033,1.02309,4.43794,0.00418,0.00113496,0.000378321,0.00113496,0.000378321,0.00113496,0.000378321,0.00113496,0.000378321
5,7.04883,2.33307,4.45584,0.00448,0.26456,0.37857,0.35546,0.3027,1.09785,4.16853,0.00432,0.00113328,0.000377762,0.00113328,0.000377762,0.00113328,0.000377762,0.00113328,0.000377762
6,8.2864,2.09611,3.86696,0.00805,0.40058,0.37857,0.35824,0.29741,1.23464,4.04498,0.0047,0.00113161,0.000377202,0.00113161,0.000377202,0.00113161,0.000377202,0.00113161,0.000377202
7,9.58519,2.09702,4.26878,0.00472,0.34524,0.37857,0.34561,0.28334,1.32102,3.87463,0.00495,0.00112993,0.000376642,0.00112993,0.000376642,0.00112993,0.000376642,0.00112993,0.000376642
8,10.9226,2.22454,2.98173,0.00519,0.66393,0.41429,0.35843,0.29322,1.39644,3.66213,0.00513,0.00112825,0.000376083,0.00112825,0.000376083,0.00112825,0.000376083,0.00112825,0.000376083
9,12.189,2.21733,3.11094,0.00685,0.69383,0.41429,0.36981,0.29368,1.30898,3.54801,0.00508,0.00112657,0.000375523,0.00112657,0.000375523,0.00112657,0.000375523,0.00112657,0.000375523
10,13.4335,1.97351,3.38934,0.00672,0.67559,0.37596,0.36598,0.28611,1.3662,3.51315,0.00538,0.00112489,0.000374964,0.00112489,0.000374964,0.00112489,0.000374964,0.00112489,0.000374964
11,14.6437,2.04371,2.9495,0.00556,0.68666,0.27143,0.36291,0.28156,1.47465,3.45502,0.00567,0.00112321,0.000374404,0.00112321,0.000374404,0.00112321,0.000374404,0.00112321,0.000374404
12,15.8563,2.2879,2.76437,0.00681,0.86196,0.27143,0.31506,0.2577,1.50206,3.41357,0.00606,0.00112153,0.000373844,0.00112153,0.000373844,0.00112153,0.000373844,0.00112153,0.000373844
