epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,26.5835,1.24812,1.11401,0.00929,0.72281,0.09782,0.10669,0.07438,1.91219,3.80566,0.02048,0.000423906,0.000423906,0.000423906
28,27.5365,1.14232,0.95738,0.00747,0.85504,0.06429,0.07068,0.04799,2.02578,4.13675,0.02089,0.000416172,0.000416172,0.000416172
29,28.4964,1.22339,0.97939,0.00843,0.86534,0.06429,0.06626,0.04201,2.20048,4.26247,0.02536,0.000408438,0.000408438,0.000408438
30,29.5882,1.35523,1.07173,0.00883,0.7963,0.06429,0.05168,0.02879,2.24167,4.13274,0.02235,0.000400703,0.000400703,0.000400703
31,30.5623,1.16213,0.94128,0.00535,0.67204,0.12857,0.0687,0.04269,2.17133,4.00909,0.02316,0.000392969,0.000392969,0.000392969
32,31.5376,1.09554,0.83952,0.00599,0.43558,0.05714,0.05582,0.0337,2.14758,4.13599,0.02278,0.000385234,0.000385234,0.000385234
33,32.5087,1.41252,1.02008,0.00943,0.73442,0.05714,0.05093,0.03064,2.05523,4.50223,0.02259,0.0003775,0.0003775,0.0003775
34,33.4462,1.15615,0.88615,0.00843,0.75762,0.02857,0.04843,0.03417,1.98549,4.21256,0.02239,0.000369766,0.000369766,0.000369766
35,34.4055,1.19746,0.89001,0.00732,0.01948,0.4619,0.07242,0.04213,1.87688,4.21806,0.02064,0.000362031,0.000362031,0.000362031
36,35.3708,1.27618,0.94761,0.0069,0.57624,0.09286,0.12152,0.06697,1.80316,3.92381,0.01759,0.000354297,0.000354297,0.000354297
37,36.4156,1.14406,0.88923,0.00823,0.63959,0.09286,0.10355,0.06835,1.87707,3.73389,0.01752,0.000346563,0.000346563,0.000346563
38,37.3624,1.17281,0.97653,0.005,0.65862,0.09286,0.11124,0.07314,1.79985,3.62845,0.01573,0.000338828,0.000338828,0.000338828
39,38.3133,1.06527,0.83621,0.0086,0.91125,0.06429,0.08642,0.04777,1.8445,3.6167,0.01568,0.000331094,0.000331094,0.000331094
40,39.2643,1.05384,0.81713,0.00615,0.83833,0.06429,0.07469,0.04204,1.85962,3.92674,0.01685,0.000323359,0.000323359,0.000323359
41,40.2252,1.07039,0.829,0.00653,0.39847,0.06429,0.05929,0.03732,1.68571,3.94408,0.01597,0.000315625,0.000315625,0.000315625
42,41.1825,1.09642,0.76804,0.00578,0.68644,0.06429,0.05565,0.03557,1.62274,4.053,0.01487,0.000307891,0.000307891,0.000307891
43,42.2271,1.00348,0.74812,0.00479,0.69929,0.06429,0.05608,0.0342,1.68005,4.10127,0.01619,0.000300156,0.000300156,0.000300156
44,43.1926,1.05006,0.74911,0.00566,0.58408,0.06429,0.0607,0.03781,1.78835,3.92887,0.01707,0.000292422,0.000292422,0.000292422
45,44.1251,0.90315,0.86396,0.00529,0.41985,0.06429,0.06087,0.03871,1.67204,3.91257,0.01585,0.000284688,0.000284688,0.000284688
46,45.0811,0.92136,0.68017,0.00587,0.43933,0.06429,0.06809,0.0415,1.64768,3.81241,0.01564,0.000276953,0.000276953,0.000276953
47,46.0476,1.01673,0.70554,0.00685,0.24809,0.08867,0.07973,0.05129,1.80218,3.76503,0.01748,0.000269219,0.000269219,0.000269219
48,47.0257,0.89721,0.6812,0.00433,0.73537,0.06429,0.08668,0.04919,1.8448,3.59789,0.0175,0.000261484,0.000261484,0.000261484
49,47.9676,0.98075,0.72352,0.00509,0.70898,0.06429,0.08113,0.0468,1.78576,3.48314,0.01754,0.00025375,0.00025375,0.00025375
50,49.1307,0.92209,0.71254,0.0064,0.7297,0.06429,0.06788,0.04304,1.81256,3.46278,0.01872,0.000246016,0.000246016,0.000246016
51,50.151,0.94071,0.68897,0.00478,0.80342,0.06429,0.08753,0.04095,1.82616,3.5807,0.01881,0.000238281,0.000238281,0.000238281
52,51.1753,0.89761,0.6312,0.00579,0.81135,0.06429,0.08831,0.04833,1.79205,3.67255,0.01924,0.000230547,0.000230547,0.000230547
53,52.1944,1.0162,0.69775,0.00741,0.82247,0.06429,0.09093,0.05055,1.79732,3.62867,0.02169,0.000222813,0.000222813,0.000222813
54,53.2207,0.89991,0.65944,0.00489,0.70556,0.08614,0.09044,0.05268,1.78637,3.59874,0.02051,0.000215078,0.000215078,0.000215078
55,54.2113,0.88278,0.66884,0.00433,0.71185,0.08681,0.09484,0.05824,1.64884,3.65049,0.0167,0.000207344,0.000207344,0.000207344
56,55.1971,0.87954,0.60024,0.00418,0.70828,0.09286,0.09494,0.05637,1.62501,3.76822,0.01603,0.000199609,0.000199609,0.000199609
57,56.1901,0.91625,0.67316,0.00484,0.80323,0.06429,0.09774,0.05668,1.57061,3.76699,0.01499,0.000191875,0.000191875,0.000191875
58,57.2728,0.85312,0.6357,0.00381,0.79028,0.06429,0.09757,0.05549,1.55799,3.69296,0.01462,0.000184141,0.000184141,0.000184141
59,58.2759,0.78565,0.6166,0.00412,0.6815,0.09286,0.09485,0.05726,1.5564,3.65093,0.01437,0.000176406,0.000176406,0.000176406
60,59.2828,0.84956,0.59223,0.00442,0.66202,0.09286,0.07747,0.05685,1.53827,3.70066,0.01443,0.000168672,0.000168672,0.000168672
61,60.2868,0.76126,0.6067,0.00473,0.66882,0.06429,0.06839,0.0481,1.53813,3.69921,0.01482,0.000160938,0.000160938,0.000160938
62,61.3132,0.80271,0.62625,0.00376,0.69132,0.06429,0.06665,0.05058,1.58444,3.68539,0.01492,0.000153203,0.000153203,0.000153203
63,62.3177,0.76567,0.54384,0.00394,0.68962,0.06429,0.06572,0.04854,1.55256,3.73414,0.01447,0.000145469,0.000145469,0.000145469
64,63.3556,0.81213,0.57094,0.00408,0.5174,0.09286,0.06563,0.04821,1.56962,3.80901,0.01445,0.000137734,0.000137734,0.000137734
65,64.4604,0.73497,0.52869,0.00368,0.53457,0.09286,0.08527,0.06559,1.60292,3.90817,0.01467,0.00013,0.00013,0.00013
66,65.5103,0.77331,0.58793,0.00388,0.40501,0.09286,0.06982,0.05291,1.65977,3.97615,0.01532,0.000122266,0.000122266,0.000122266
67,66.515,0.7909,0.57135,0.00517,0.38009,0.06429,0.05473,0.0485,1.65214,4.02435,0.01533,0.000114531,0.000114531,0.000114531
68,67.54,0.74002,0.58505,0.00373,0.38104,0.06429,0.05224,0.04616,1.67113,3.95303,0.01566,0.000106797,0.000106797,0.000106797
69,68.5409,0.76441,0.5699,0.00406,0.39609,0.09286,0.07124,0.05213,1.71007,3.90894,0.01614,9.90625e-05,9.90625e-05,9.90625e-05
70,69.502,0.73927,0.5659,0.0054,0.25221,0.09286,0.07246,0.05279,1.72562,3.93736,0.01604,9.13281e-05,9.13281e-05,9.13281e-05
71,70.4915,0.74331,0.56341,0.00519,0.39862,0.09161,0.07176,0.05232,1.70219,3.89946,0.01544,8.35938e-05,8.35938e-05,8.35938e-05
72,71.5808,0.732,0.54567,0.00477,0.22519,0.06429,0.06719,0.05044,1.70419,3.92133,0.01564,7.58594e-05,7.58594e-05,7.58594e-05
73,72.5042,0.72927,0.59528,0.00333,0.544,0.06429,0.06528,0.05151,1.67947,4.02804,0.01562,6.8125e-05,6.8125e-05,6.8125e-05
74,73.4426,0.72872,0.55616,0.00502,0.54288,0.06429,0.06349,0.04976,1.66507,3.99614,0.01567,6.03906e-05,6.03906e-05,6.03906e-05
75,74.3796,0.76835,0.56012,0.00446,0.53984,0.06429,0.06188,0.05014,1.66972,4.08899,0.01565,5.26562e-05,5.26562e-05,5.26562e-05
76,75.3142,0.65751,0.51063,0.00393,0.36898,0.06429,0.06161,0.04756,1.69017,4.10554,0.01589,4.49219e-05,4.49219e-05,4.49219e-05
77,76.2685,0.75796,0.54124,0.00397,0.51166,0.06429,0.06062,0.04599,1.6874,4.11277,0.01617,3.71875e-05,3.71875e-05,3.71875e-05
78,77.2063,0.6154,0.49501,0.00401,0.52834,0.08557,0.06365,0.04701,1.69711,4.09072,0.01639,2.94531e-05,2.94531e-05,2.94531e-05
79,78.2566,0.65373,0.5356,0.00428,0.53016,0.08893,0.06384,0.04713,1.72603,4.12012,0.01682,2.17188e-05,2.17188e-05,2.17188e-05
80,79.1604,0.66005,0.49607,0.00377,0.51638,0.06429,0.05412,0.0442,1.72938,4.09264,0.01691,1.39844e-05,1.39844e-05,1.39844e-05
